nazwa_instytucji,badges,lokalizacja,adres,rodzaj_dzialalnosci,ilosc_miejsc,wpis_krdo,strona
Powiatowy Dom Pomocy Społecznej Pogodna Jesień Cieszyn,,Powiat cieszyński,"Konfartego 1,
									43-400
									Cieszyn",osoby w podeszłym wieku oraz osoby przewlekle somatycznie chore (Publiczny),70,2454/KR - 2021,166
Dom Opieki Samarytanin Bielsko-Biała,,Bielsko-Biała,"Bednarska 8 i 10,
									43-316
									Bielsko-Biała",osoby w podeszłym wieku oraz osoby przewlekle somatycznie chore (Publiczny),91,2455/KR - 2021,166
Dom Pomocy Społecznej Betania Cieszyn,,Powiat cieszyński,"Katowicka 1,
									43-400
									Cieszyn",osoby w podeszłym wieku oraz osoby przewlekle somatycznie chore (Publiczny),30,2456/KR - 2021,166
Dom Pomocy Społecznej Wilkowice,,Powiat bielski,"Kościelna 5,
									43-365
									Wilkowice",osoby w podeszym wieku oraz osoby niepełnosprawnych fizycznie (Publiczny),56,2457/KR - 2021,166
Dom Pomocy Społecznej im. Papieża Jana Pawła II Gorzyce,,Powiat wodzisławski,"Bogumińska 22,
									44-350
									Gorzyce",osoby stare (podeszły wiek) oraz osoby niepełnosprawne fizycznie (Publiczny),218,2458/KR - 2021,166
Dom Pomocy Społecznej dla Przewlekle Chorych Bielsko-Biała,,Bielsko-Biała,"Olimpijska 11,
									43-346
									Bielsko-Biała",osoby przewlekle somatycznie chore (Publiczny),48,2459/KR - 2021,167
Dom Pomocy Społecznej Hospicjum Bielsko-Biała,,Bielsko-Biała,"Aleja Armii Krajowej 181,
									43-300
									Bielsko-Biała",osoby przewlekle somatycznie chore (Publiczny),25,2460/KR - 2021,167
Dom Pomocy Społecznej Opoka Gliwice,,Gliwice,"Pszczyńska 100,
									44-100
									Gliwice",osoby przewlekle somatycznie chore (Publiczny),57,2461/KR - 2021,167
Dom Pomocy Społecznej Pod Dębem Dąbrowa Górnicza,,Dąbrowa Górnicza,"Cypriana Kamila Norwida 1,
									41-300
									Dąbrowa Górnicza",osoby przewlekle somatycznie chore (Publiczny),110,2462/KR - 2021,167
Dom Pomocy Społecznej Jaworzno,,Jaworzno,"Obrońców Poczty Gdańskiej 63,
									43-600
									Jaworzno",osoby przewlekle somatycznie chore (Publiczny),108,2463/KR - 2021,167
Dom Pomocy Społecznej Przystań Katowice,,Katowice,"Księdza Biskupa Stanisława Adamskiego 22,
									40-069
									Katowice",osoby przewlekle somatycznie chore (Publiczny),88,2464/KR - 2021,167
DPS Dom Kombatanta im. św. Rafała Kalinowskiego Lubliniec,,Powiat lubliniecki,"Doktora Cyrana 10,
									42-700
									Lubliniec",osoby przewlekle somatycznie chore (Publiczny),185,2465/KR - 2021,167
Dom Pomocy Społecznej Przyjaźń Tarnowskie Góry,,Powiat tarnogórski,"Włoska 24,
									42-600
									Tarnowskie Góry",osoby przewlekle somatycznie chore (Publiczny),130,2466/KR - 2021,167
Dom Hospicyjny Tychy,,Tychy,"Żorska 17,
									43-100
									Tychy",osoby przewlekle somatycznie chore (Publiczny),16,2467/KR - 2021,167
Dom Pomocy Społecznej nr 3 Zabrze,,Zabrze,"Wiktora Brysza 3,
									41-800
									Zabrze",osoby przewlekle somatycznie chore (Publiczny),59,2468/KR - 2021,168
Dom Pomocy Społecznej nr 2 Zabrze,,Zabrze,"Jaskółcza 11,
									41-800
									Zabrze",osoby przewlekle somatycznie chore (Publiczny),69,2469/KR - 2021,168
Dom Pomocy Społecznej prowadzony przez Zakon Kamilianów Zabrze,,Zabrze,"Cisowa 6,
									41-800
									Zabrze",osoby przewlekle somatycznie chore (Publiczny),80,2470/KR - 2021,168
Powiatowy Dom Pomocy Społecznej Pogórze z filią Bursztyn Kończyce Małe,,Powiat cieszyński,"Zamek 132,
									43-430
									Pogórze Staropolska 14,
									43-525
									Kończyce Małe",osoby dorosłe niepełnosprawne intelektualnie osoby przewlekle psychicznie chore (Publiczny),152,2471/KR - 2021,168
Dom Pomocy Społecznej Wędrowiec Bytom,,Bytom,"Księdza Jana Frenzla 204,
									41-908
									Bytom",dorośli niepełnosprawni intelektualnie (Publiczny),40,2472/KR - 2021,168
Dom Pomocy Społecznej Zameczek Kuźnia Nieborowska,,Powiat gliwicki,"Knurowska 13,
									44-144
									Kuźnia Nieborowska",dorośli niepełnosprawni intelektualnie (Publiczny),51,2473/KR - 2021,168
Dom Pomocy Społecznej Orzesze,,Powiat mikołowski,"Traugutta 45,
									43-180
									Orzesze",dorośli niepełnosprawni intelektualnie (Publiczny),90,2474/KR - 2021,168
Dom Pomocy Społecznej Miedary,,Powiat tarnogórski,"Zamkowa 7,
									42-676
									Miedary",dorośli niepełnosprawni intelektualnie (Publiczny),56,2475/KR - 2021,168
Dom Pomocy Społecznej Dom Nauczyciela Bielsko-Biała,,Bielsko-Biała,"Pocztowa 14 A,
									43-309
									Bielsko-Biała",osoby w podeszłym wieku (Publiczny),92,2476/KR - 2021,168
Dom Pomocy Społecznej dla Osób Starszych Bielsko-Biała,,Bielsko-Biała,"Żywiecka 15,
									43-300
									Bielsko-Biała",osoby w podeszłym wieku oraz osoby niepełnosprawne fizycznie (Publiczny),57,2477/KR - 2021,169
Dom Pomocy Społecznej Kombatant Bytom,,Bytom,"Stolarzowicka 33,
									41-908
									Bytom",osoby w podeszłym wieku (Publiczny),128,2478/KR - 2021,169
Dom Pomocy Społecznej Nadzieja Chorzów,,Chorzów,"Wandy 64,
									41-500
									Chorzów",osoby w podeszłym wieku (Publiczny),60,2480/KR - 2021,169
Dom Pomocy Społecznej Turów,,Powiat częstochowski,"Joachimowska 85,
									42-256
									Turów",osoby w podeszłym wieku (Publiczny),57,2481/KR - 2021,169
Dom Pomocy Społecznej Nasz Dom Gliwice,,Gliwice,"Derkacza 10,
									44-100
									Gliwice",osoby w podeszłym wieku (Publiczny),122,2482/KR - 2021,169
Dom Pomocy Społecznej Zacisze Katowice,,Katowice,"Traktorzystów 42,
									40-695
									Katowice",osoby w podeszłym wieku (Publiczny),98,2483/KR - 2021,169
"Senior Residence Dom Pomocy Społecznej, Fundacja, Katowice",,Katowice,"Pijarska 4,
									40-750
									Katowice",osoby w podeszłym wieku (Publiczny),97,2484/KR - 2021,169
Dom Pomocy Społecznej Złota Jesień Racibórz,,Powiat raciborski,"Franciszka Grzonki 1,
									47-400
									Racibórz",osoby w podeszłym wieku (Publiczny),208,2485/KR - 2021,169
Dom Pomocy Społecznej Nr 1 Sosnowiec,,Sosnowiec,"Generała Władysława Andersa 81B,
									41-200
									Sosnowiec",osoby w podeszłym wieku (Publiczny),70,2486/KR - 2021,169
Dom Pomocy Społecznej Nr 2 Sosnowiec,,Sosnowiec,"Jagiellońska 2,
									41-200
									Sosnowiec",osoby w podeszłym wieku (Publiczny),80,2487/KR - 2021,170
Dom Seniora Pogodne Dni,,Powiat nowosądecki,"Dąbrowa 220,
									33-311 
									Wielogłowy","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",18,2489/KR - 2021,170
Dom Seniora Beata  Muszyna,,Powiat nowosądecki,"Złockie 103,
									33-370
									Muszyna Gmina",dla osób przewlekle chorych i osób w podeszłym wieku (Prywatny),56,2491/KR - 2021,170
Dom Rencisty U Renaty,,Powiat olkuski,"Górna 7, Ryczówek,
									32-310
									Klucze","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",15,2496/KR - 2021,170
Centrum Opieki Wyręczającej dla Przewlekle i Nieuleczalnie Chorych im. Hanny Chrzanowskiej,,Powiat oświęcimski,"Odmętowa 4,
									31-979
									Kraków",dla osób niepełnosprawnych i przewlekle chorych w tym młodych dorosłych (Prywatny),13,2500/KR - 2021,170
CUPO Róża Nowy Sącz,,Powiat nowosądecki,"Boguszowa 40,
									33-300
									Chełmiec Gmina","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",16,2506/KR - 2021,170
EDEN II,,Powiat olkuski,"Błędowska 13A,
									32-329
									Laski","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",36,2507/KR - 2021,170
Centrum Medyczne Dom Seniora,,Powiat chrzanowski,"Zbigniewa Gęsikowskiego 16,
									32-566
									Alwernia","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",39,2508/KR - 2021,170
Dom Seniora Konary,,Powiat krakowski,"Kamieniec 3, Konary,
									32-031
									Mogilany","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",40,2509/KR - 2021,170
Dom Opieki Teresa Paw,,Powiat tarnowski,"Stare Żukowice 270E,
									33-151
									Stare Żukowice",dla osób w podeszłym wieku (Prywatny),8,2512/KR - 2021,171
Rodzinny Dom Opieki STAŚ,,Powiat brzeski,"Gnojnik 740,
									32-864
									Gnojnik","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",96,2515/KR - 2021,171
Ośrodek Opiekuńczy EDEN,,Powiat olkuski,"Władysława Stanisława Reymonta 31,
									32-332
									Bukowno",dla osób w podeszłym wieku (Prywatny),30,2519/KR - 2021,171
Dom Opieki,,Powiat wadowicki,"Mickiewicza 33a,
									34-100
									Wadowice","dla osób niepełnosprawnych, przewlekle chorych i osób w podeszłym wieku (Prywatny)",10,2526/KR - 2021,171
Dom Seniora i Opieki Przy Solankach,,Grudziądz,"Warszawska 36A,
									86-300
									Grudziądz","dla osób niepełnosprawnych, przewlekle chorych lub osób w podeszłym wieku (Prywatny)",100,2540/KR - 2021,171
Zajazd-Dom Seniora,,Powiat inowrocławski,"Latkowo 36,
									88-100
									Inowrocław","dla osób niepełnosprawnych, przewlekle chorych lub osób w podeszłym wieku (Prywatny)",11,2541/KR - 2021,171
Willa Chopina,,Toruń,"Fryderyka Chopina 20,
									87-100
									Toruń","dla osób niepełnosprawnych, przewlekle chorych lub osób w podeszłym wieku (Prywatny)",26,2542/KR - 2021,171
Lawendowy Dom,,Powiat lipnowski,"Mokowo 37,
									87-610
									Dobrzyń nad Wisłą","dla osób niepełnosprawnych, przewlekle chorych lub osób w podeszłym wieku (Prywatny)",15,2543/KR - 2021,171
Przyjazne Serce w Murowańcu,,Powiat bydgoski,"Skalna 1,
									86-005
									Murowaniec","dla osób niepełnosprawnych, osób przewlekle chorych lub osób w podeszłym wieku (Prywatny)",7,2546/KR - 2021,171
Dom Opieki dla Osób Starszych Wiktoria,,Powiat włocławski,"Ossówek 31 ,
									87-820 
									Kowal","dla osób niepełnosprawnych, osób przewlekle chorych lub osób w podeszłym wieku (Prywatny)",48,2547/KR - 2021,172
Barwna Jesień Życia Dom Spokojnej Starości,,Powiat toruński,"Barwna 60 ,
									87-125 
									Silno","dla osób niepełnosprawnych, przewlekle chorych lub  osób w podeszłym wieku (Prywatny)",10,2550/KR - 2021,172
Dom Seniora CONRADO,,Powiat mogileński,"Żabno 52,
									88-300
									Mogilno",dla osób niepełnosprawnych lub osób w podeszłym wieku (Prywatny),14,2558/KR - 2021,172
Dom Seniora Ułan,,Grudziądz,"Legionów 53,
									86-300
									Grudziądz","dla osób niepełnosprawnych, przewlekle chorych lub osób w podeszłym wieku (Prywatny)",47,2559/KR - 2021,172
Dom Seniora Gold,,Powiat sępoleński,"Szynwałd 57,
									89-412
									Sośno","dla osób niepełnosprawnych, osób przewlekle chorych lub osób w podeszłym wieku (Prywatny)",30,2560/KR - 2021,172
Dom Pomocy Społecznej Promień Życia w Bydgoszczy,,Bydgoszcz,"Łomżyńska 54,
									85-863
									Bydgoszcz",dla osób przewlekle somatycznie chorych (Publiczny),142,2561/KR - 2021,172
Dom Pomocy Społecznej Jesień Życia,,Bydgoszcz,"Mińska 15a ,
									85-442
									Bydgoszcz",dla osób w podeszłym wieku (Publiczny),75,2562/KR - 2021,172
Dom Pomocy Społecznej w Izbicy Kujawskiej,,Powiat włocławski,"Narutowicza 65,
									87-865
									Izbica Kujawska",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),60,2563/KR - 2021,172
Dom Pomocy Społecznej w Podobowicach,,Powiat żniński,"Podobowice 49,
									88-400
									Żnin",dla osób niepełnosprawnych fizycznie (Publiczny),80,2564/KR - 2021,172
Dom Pomocy Społecznej w Tonowie,,Powiat żniński,"Tonowo 52,
									88-430
									Janowiec Wielkopolski",dla osób przewlekle psychicznie chorych (Publiczny),90,2565/KR - 2021,173
Dom Pomocy Społecznej w Gołuszycach,,Powiat świecki,"Gołuszyce 26,
									86-120
									Pruszcz",dla osób przewlekle psychicznie chorych (Publiczny),140,2566/KR - 2021,173
Dom Pomocy Społecznej w Barcinie,,Powiat żniński,"Polna 30,
									88-190
									Barcin",dla osób przewlekle psychicznie chorych (Publiczny),70,2567/KR - 2021,173
Międzygminny Ośrodek Opiekuńczy w Pruszczu,,Powiat świecki,"Łowińska 9,
									86-120
									Pruszcz",dla osób w podeszłym wieku (Publiczny),49,2568/KR - 2021,173
Dom Pomocy Społecznej Słoneczko w Bydgoszczy,,Bydgoszcz,"Konstantego Ildefonsa Gałczyńskiego 2,
									85-322
									Bydgoszcz",dla dzieci i młodzieży niepełnosprawnej intelektualnie (Publiczny),56,2569/KR - 2021,173
Dom Pomocy Społecznej w Świeciu,,Powiat świecki,"Wojska Polskiego 128,
									86-100
									Świecie",dla osób przewlekle somatycznie chorych (Publiczny),40,2570/KR - 2021,173
Dom Pomocy Społecznej w Browinie,,Powiat toruński,"Browina ,
									87-140
									Chełmża",dla osób przewlekle somatycznie chorych (Publiczny),125,2571/KR - 2021,173
Dom Pomocy Społecznej w Dobrzejewicach,,Powiat toruński,"Dobrzejewice 62,
									87-123
									Dobrzejewice",dla osób w podeszłym wieku (Publiczny),62,2572/KR - 2021,173
Dom Pomocy Społecznej w Grudziądzu,,Grudziądz,"Parkowa 12,
									86-300
									Grudziądz","dla osób przewlekle psychicznie chorych (216 miejsc), dla osób przewlekle somatycznie chorych (196 miejsc) (Publiczny)",412,2573/KR - 2021,173
Dom Pomocy Społecznej w Pigży,,Powiat toruński,"Szkolna 8,
									87-152
									Łubianka",dla osób przewlekle psychicznie chorych (Publiczny),69,2574/KR - 2021,174
Dom Pomocy Społecznej w Toruniu,,Toruń,"Szosa Chełmińska 220,
									87-100
									Toruń",dla osób w podeszłym wieku (75 miejsc) dla przewlekle somatycznie chorych (99 miejsc) (Publiczny),174,2575/KR - 2021,174
Dom Pomocy Społecznej w Toruniu,,Toruń,"Rydygiera 23,
									87-100
									Toruń",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),35,2577/KR - 2021,174
Kraft Haus Dom Pomocy Społecznej w Toruniu,,Toruń,"Szosa Okrężna 3,
									87-100
									Toruń",dla osób przewlekle psychicznie chorych (Publiczny),72,2579/KR - 2021,174
Dom Pomocy Społecznej w Wilkowiczkach,,Powiat włocławski,"Wilkowiczki 25,
									87-850
									Choceń",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),89,2582/KR - 2021,174
Dom Pomocy Społecznej we Włocławku,,Włocławek,"Żeromskiego 28a,
									87-800
									Włocławek",dla osób przewlekle somatycznie chorych i osób niepełnosprawnych fizycznie (Publiczny),41,2585/KR - 2021,174
Dom Pomocy Społecznej w Rzeżewie,,Powiat włocławski,"Rzeżewo 65,
									87-840
									Lubień Kujawski",dla osób w podeszłym wieku (Publiczny),34,2587/KR - 2021,174
Dom Pomocy Społecznej w Parchaniu,,Powiat inowrocławski,"Parchanie 9,
									88-110
									Inowrocław",dla osób przewlekle psychicznie chorych (Publiczny),80,2588/KR - 2021,174
Dom Pomocy Społecznej w Wichulcu,,Powiat brodnicki,"Wichulec 14,
									87-327
									Bobrowo",dla osób w podeszłym wieku (Publiczny),25,2589/KR - 2021,174
Dom Pomocy Społecznej w Suchorączku,,Powiat sępoleński,"Suchorączek 51,
									89-410
									Więcbork",dla osób przewlekle psychicznie chorych (Publiczny),75,2590/KR - 2021,175
Dom Pomocy Społecznej w Bożenkowie,,Powiat bydgoski,"Bożenkowo,
									86-031
									Osielsko",dla dorosłych niepełnosprawnych intelektualnie (Publiczny),70,2591/KR - 2021,175
Dom Pomocy Społecznej w Kamieiu Krajeńskim,,Powiat sępoleński,"Podgórna 2,
									89-430
									Kamień Krajeński",dla osób przewlekle somatycznie chorych (Publiczny),70,2592/KR - 2021,175
Dom Pomocy Społecznej w Koronowie,,Powiat bydgoski,"Paderewskiego 35,
									86-010
									Koronowo",dorosłych niepełnosprawnych intelektualnie (Publiczny),96,2593/KR - 2021,175
Dom Pomocy Społecznej w Kamieniu Krajeńskim,,Powiat sępoleński,"Dworcowa 1,
									89-430
									Kamień Krajeński",dla dzieci i młodzieży niepełnosprawnej intelektualnie (Publiczny),50,2594/KR - 2021,175
